SEASON,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,MIN,FGA,FTA,TOV,AST_PCT,TEAM_NAME,GP_TEAM,FGA_TEAM,FTA_TEAM,TOV_TEAM,PLAYER_POSSESSIONS,TEAM_POSSESSIONS,USG_PCT,SELF_CREATION_INDEX,AST_TO_USG_RATIO,SHOT_CREATION_LOAD,SELFISHNESS_SCORE,KOBE_QUOTIENT,TEAM_RANK,LEAGUE_RANK
2023-24,1630224,Jalen Green,1610612745,HOU,82,2601.3816666666667,1332,352,191,0.17,Houston Rockets,82,7459,1916,1045.0,1677.88,9347.04,0.17950923500915797,0.1792040693096424,0.00947026485803514,0.7938589172050444,62.98954774446721,0.1792040693096424,1,19
2023-24,202331,Paul George,1610612746,LAC,74,2501.766666666667,1236,291,153,0.157,LA Clippers,82,7108,1817,1078.0,1517.04,8985.48,0.16883238291109656,0.16856731606992614,0.009299163898117387,0.8147445024521437,62.985385365486735,0.16856731606992614,1,20
2023-24,1627759,Jaylen Brown,1610612738,BOS,70,2342.5216666666665,1256,300,166,0.165,Boston Celtics,82,7396,1654,979.0,1554.0,9102.76,0.17071745272862296,0.1704357689316207,0.009665092664092665,0.8082368082368082,62.927434273881076,0.1704357689316207,2,21
2023-24,202691,Klay Thompson,1610612744,GSW,77,2284.1683333333335,1133,137,117,0.11,Golden State Warriors,82,7515,1644,1174.0,1310.28,9412.36,0.13920844506584956,0.13905531577627714,0.007901819458436366,0.8647006746649571,62.81835129593313,0.13905531577627714,2,22
2023-24,1626164,Devin Booker,1610612756,PHX,68,2446.6566666666668,1305,457,178,0.299,Phoenix Suns,82,7063,1915,1221.0,1684.08,9126.6,0.18452435737295378,0.18397262954440863,0.016203822858771557,0.774903805044891,62.759450395815975,0.18397262954440863,2,23
2023-24,202695,Kawhi Leonard,1610612746,LAC,68,2330.04,1162,286,119,0.165,LA Clippers,82,7108,1817,1078.0,1406.84,8985.48,0.1565681521743969,0.15630981472330915,0.010538541696283871,0.825964573085781,62.7160175486915,0.15630981472330915,2,24
2023-24,202681,Kyrie Irving,1610612742,DAL,58,2029.6083333333333,1131,210,106,0.225,Dallas Mavericks,82,7352,1842,1027.0,1329.4,9189.48,0.1446654217648877,0.1443399245659167,0.015553129231232135,0.8507597412366481,62.71181169532848,0.1443399245659167,2,25
2023-24,1627783,Pascal Siakam,1610612754,IND,80,2657.8883333333333,1271,396,141,0.189,Indiana Pacers,82,7599,1685,1059.0,1586.24,9399.4,0.16875970806647234,0.1684407522182267,0.011199355709098245,0.8012658866249748,62.7001060551584,0.1684407522182267,1,26
2023-24,1629632,Coby White,1610612741,CHI,79,2881.3566666666666,1209,260,166,0.204,Chicago Bulls,82,7339,1731,1004.0,1489.4,9104.64,0.16358691831857164,0.16325320100520174,0.01247043480596213,0.8117362696387806,62.69660212551848,0.16325320100520174,3,27
2023-24,1630560,Cam Thomas,1610612751,BKN,66,2074.85,1190,334,124,0.151,Brooklyn Nets,82,7307,1711,1076.0,1460.96,9135.84,0.15991523494281862,0.15967376293805496,0.009442502464133173,0.8145329098674844,62.626867595062436,0.15967376293805496,2,28
2023-24,203076,Anthony Davis,1610612747,LAL,76,2700.2433333333333,1283,516,159,0.151,Los Angeles Lakers,82,7177,1983,1146.0,1669.04,9195.52,0.1815057767260579,0.18123170300320154,0.008319294444710733,0.7687053635622874,62.573938340288066,0.18123170300320154,1,29
2023-24,203468,CJ McCollum,1610612740,NOP,66,2158.536666666667,1055,139,110,0.209,New Orleans Pelicans,82,7165,1873,1067.0,1226.16,9056.119999999999,0.13539573238870511,0.13511275530801273,0.015436232465583608,0.8604097344555359,62.54042398465893,0.13511275530801273,1,30
2023-24,1641706,Brandon Miller,1610612766,CHA,74,2382.963333333333,1083,173,132,0.114,Charlotte Hornets,82,7133,1512,1129.0,1291.12,8927.279999999999,0.14462635875653054,0.1444614847075481,0.007882380568808476,0.8388066175103787,62.51558670046879,0.1444614847075481,2,31
2023-24,1631099,Keegan Murray,1610612758,SAC,77,2588.5666666666666,975,124,64,0.068,Sacramento Kings,82,7455,1710,1078.0,1093.56,9285.4,0.11777198612876127,0.11769190117819371,0.0057738688320714,0.891583452211127,62.515348489373,0.11769190117819371,2,32
2023-24,203992,Bogdan Bogdanović,1610612737,ATL,79,2401.4083333333333,1100,164,112,0.147,Atlanta Hawks,82,7584,1906,1110.0,1284.16,9532.64,0.1347118951308347,0.13451386864499237,0.010912176675803636,0.8565910789932718,62.46149738509884,0.13451386864499237,2,33
2023-24,203507,Giannis Antetokounmpo,1610612749,MIL,73,2567.2433333333333,1369,782,250,0.314,Milwaukee Bucks,82,7258,1960,1059.0,1963.08,9179.4,0.21385711484410747,0.21318560350349697,0.01468270065407421,0.6973735150885344,62.37615489553499,0.21318560350349697,1,34
