game_id,home_team,away_team,home_flagrants,away_flagrants,home_score,away_score,home_rebounds,away_rebounds,home_assists,away_assists,home_turnovers,away_turnovers,home_ftm,away_ftm,home_fta,away_fta,home_inactive_players,away_inactive_players
0022301112,1610612752,1610612758,0,0,120,109,39,35,34,26,11,16,20,7,29,12,2,0
0022301108,1610612750,1610612761,0,0,133,85,50,48,37,19,9,20,15,12,22,14,0,4
0022301109,1610612740,1610612753,0,0,108,117,35,39,21,27,14,13,24,22,28,30,2,4
0022301103,1610612764,1610612747,0,1,120,125,39,49,26,21,18,16,12,25,13,29,1,1
0022301105,1610612738,1610612760,0,0,135,100,46,31,33,21,10,13,18,25,19,28,1,0
0022301102,1610612766,1610612757,0,0,86,89,36,55,22,19,9,15,17,8,22,12,2,4
0022301104,1610612737,1610612765,0,0,121,113,48,37,36,24,16,10,10,17,15,21,3,5
0022301110,1610612756,1610612739,0,0,122,101,43,37,32,28,15,15,16,16,17,19,2,0
0022301106,1610612751,1610612754,0,0,115,111,50,45,22,27,13,9,19,9,27,11,3,4
0022301107,1610612749,1610612763,0,0,101,111,44,54,26,25,11,8,7,12,12,17,4,3
0022301100,1610612762,1610612739,0,0,113,129,33,41,26,38,19,13,15,21,18,24,2,1
0022301101,1610612758,1610612746,0,0,109,95,56,38,29,18,10,15,19,22,25,27,1,3
2042300101,1612709910,1612709909,1,0,101,123,44,43,21,23,14,17,5,17,11,24,4,2
0022301094,1610612761,1610612747,0,0,111,128,40,47,25,38,17,14,15,6,21,12,1,1
0022301096,1610612748,1610612752,0,0,109,99,39,30,24,25,17,14,20,17,21,21,6,6
2042300102,1612709928,1612709921,0,0,118,120,51,44,26,24,19,12,11,9,17,19,2,1
2042300121,1612709889,1612709908,0,0,126,125,65,50,28,35,26,12,13,13,16,17,3,2
0022301095,1610612764,1610612749,0,0,117,113,44,57,26,31,10,12,14,12,17,18,3,5
0022301098,1610612750,1610612745,0,0,113,106,39,37,29,23,17,14,20,10,22,14,5,3
2042300131,1612709902,1612709903,0,0,113,111,52,52,32,23,7,11,4,10,6,13,3,7
0022300589,1610612744,1610612742,0,0,104,100,52,42,29,27,17,15,7,7,7,11,2,3
0022301099,1610612743,1610612759,0,0,110,105,52,59,28,33,8,7,13,8,16,16,5,3
0022301093,1610612755,1610612760,0,0,109,105,42,43,27,30,16,14,23,18,25,22,3,1
0022301087,1610612766,1610612738,0,0,104,118,40,51,28,28,6,10,9,13,11,16,1,1
0022301092,1610612740,1610612756,0,0,111,124,37,49,29,29,9,12,16,20,24,25,4,6
0022301089,1610612754,1610612751,1,0,133,111,47,43,35,20,9,15,14,19,17,28,1,2
0022301088,1610612765,1610612763,0,0,108,110,41,44,22,28,14,12,17,19,22,23,3,3
0022301091,1610612741,1610612737,0,0,101,113,51,45,17,29,8,14,20,12,24,18,2,2
0022301090,1610612753,1610612757,0,0,104,103,43,44,26,28,15,9,21,12,27,15,5,3
0022301081,1610612764,1610612748,0,0,107,119,42,42,27,22,15,13,16,25,21,29,2,2
0022301079,1610612766,1610612746,0,0,118,130,31,41,32,28,9,8,7,30,11,34,3,5
0022301085,1610612759,1610612744,0,0,113,117,45,41,31,34,19,15,16,11,18,13,4,2
0022301078,1610612751,1610612747,0,0,104,116,38,50,19,24,12,19,14,17,19,22,0,1
0022301086,1610612758,1610612762,0,0,127,106,44,33,34,22,15,12,17,22,23,28,1,3
0022301080,1610612761,1610612755,0,0,120,135,30,39,31,28,12,15,15,13,20,16,2,2
0022301082,1610612752,1610612760,0,1,112,113,46,43,24,29,10,12,23,12,34,24,3,2
0022301083,1610612745,1610612742,0,0,107,125,43,47,22,24,10,13,16,5,19,9,1,0
0022301077,1610612743,1610612739,0,0,130,101,51,28,36,26,16,15,9,17,13,21,0,0
0022301084,1610612750,1610612741,0,0,101,109,37,43,28,30,13,16,14,8,21,12,5,3
2022300525,1612709905,1612709931,0,0,108,120,42,49,25,27,17,21,12,14,18,15,0,2
2022300527,1612709918,1612709915,0,0,109,110,48,48,23,28,16,20,11,10,16,11,0,0
2022300522,1612709911,1612709890,0,0,107,132,39,51,22,31,13,14,2,6,7,10,4,5
2022300520,1612709919,1612709926,0,0,105,113,60,39,23,26,13,12,9,11,12,14,5,4
2022300524,1612709923,1612709927,0,0,105,108,47,49,21,25,12,18,8,11,14,15,1,0
2022300521,1612709913,1612709893,0,0,123,107,40,45,27,30,6,23,17,7,17,8,2,1
2022300526,1612709908,1612709903,0,0,97,77,52,44,28,21,20,19,7,5,14,22,2,2
2022300517,1612709929,1612709921,0,0,123,117,42,48,24,22,11,14,11,17,16,20,0,0
0022301074,1610612740,1610612738,0,0,92,104,41,51,22,27,9,12,11,11,18,12,2,3
2022300516,1612709933,1612709902,0,0,123,131,53,45,27,37,15,15,11,16,18,20,0,2
0022301075,1610612753,1610612763,0,0,118,88,43,45,28,25,15,19,20,14,23,17,0,2
0022301076,1610612737,1610612749,0,0,113,122,39,40,24,27,11,10,15,28,18,35,2,6
2022300518,1612709917,1612709928,0,0,101,127,39,50,27,27,15,11,7,13,12,14,0,2
2022300519,1612709925,1612709910,0,0,118,127,34,45,22,23,15,14,11,22,14,25,3,4
2022300523,1612709904,1612709914,0,0,91,102,51,47,18,23,12,13,8,13,12,15,4,1
2022300515,1612709909,1612709889,0,0,95,121,32,59,15,26,7,17,14,5,19,8,0,0
2022300509,1612709911,1612709890,0,0,119,123,46,50,32,23,9,12,7,15,8,23,3,4
2022300512,1612709908,1612709903,0,0,116,117,39,49,33,24,17,24,7,18,12,25,1,4
0022301064,1610612753,1610612746,0,0,97,100,38,41,20,19,14,16,11,10,15,12,3,5
2022300510,1612709904,1612709914,0,0,117,125,53,41,22,30,21,15,10,12,14,15,4,2
0022301073,1610612758,1610612742,0,0,103,107,45,42,24,24,10,10,8,22,12,33,2,4
0022301067,1610612739,1610612755,0,0,117,114,37,42,34,28,13,9,11,14,13,17,2,2
2022300514,1612709905,1612709931,0,0,107,118,46,52,20,27,10,18,12,15,18,19,2,2
0022301072,1610612762,1610612745,0,0,100,101,51,45,23,19,20,10,18,18,19,28,4,2
