game_id,home_team,away_team,home_flagrants,away_flagrants,home_score,away_score
0022300894,1610612764,1610612753,0,0,109,119
0022300900,1610612757,1610612760,0,0,120,128
0022300896,1610612755,1610612763,0,1,109,115
0022300899,1610612744,1610612749,0,0,125,90
0022300889,1610612752,1610612737,0,0,100,116
0022300893,1610612743,1610612756,0,0,107,117
0022300891,1610612745,1610612759,0,1,114,101
0022300885,1610612766,1610612753,0,1,89,101
0022300887,1610612751,1610612755,0,1,112,107
0022300890,1610612761,1610612740,0,0,98,139
0022300886,1610612739,1610612738,0,0,105,104
0022300888,1610612748,1610612765,0,0,118,110
0022300892,1610612742,1610612754,1,0,120,137
0022300881,1610612750,1610612757,0,0,119,114
0022300884,1610612747,1610612760,0,0,116,104
0022300880,1610612749,1610612746,0,0,113,106
0022300883,1610612758,1610612741,0,0,109,113
0022300879,1610612751,1610612763,1,0,102,106
0022300882,1610612762,1610612764,0,0,127,115
0022300877,1610612759,1610612754,0,0,117,105
0022300871,1610612742,1610612755,0,0,116,120
0022300878,1610612756,1610612760,0,0,110,118
0022300872,1610612738,1610612744,0,0,140,88
0022300874,1610612753,1610612765,0,0,113,91
0022300873,1610612750,1610612746,0,0,88,89
0022300875,1610612761,1610612766,0,0,111,106
0022300876,1610612739,1610612752,0,0,98,107
0022300870,1610612756,1610612745,0,0,109,118
0022300868,1610612763,1610612757,1,1,100,107
0022300867,1610612748,1610612762,0,0,126,120
0022300866,1610612751,1610612737,0,0,114,102
0022300869,1610612747,1610612743,0,0,114,124
0022300862,1610612750,1610612758,0,0,120,124
0022300860,1610612761,1610612744,0,0,105,120
0022300858,1610612755,1610612766,0,0,121,114
0022300864,1610612741,1610612749,2,0,97,113
0022300863,1610612740,1610612754,0,0,129,102
0022300857,1610612765,1610612739,0,0,100,110
0022300859,1610612738,1610612742,0,0,138,110
0022300861,1610612763,1610612757,0,0,92,122
0022300865,1610612746,1610612764,0,0,140,115
0022300853,1610612759,1610612760,0,0,132,118
0022300854,1610612756,1610612745,0,0,110,105
0022300849,1610612766,1610612749,0,0,99,111
0022300850,1610612753,1610612762,0,0,115,107
0022300856,1610612747,1610612764,0,0,134,131
0022300855,1610612743,1610612748,0,0,103,97
0022300852,1610612752,1610612744,0,0,99,110
0022300851,1610612751,1610612737,1,0,124,97
0022300847,1610612743,1610612758,0,0,117,96
0022300844,1610612761,1610612742,0,0,125,136
0022300843,1610612754,1610612740,0,0,123,114
0022300846,1610612741,1610612739,0,0,132,123
0022300848,1610612746,1610612747,0,0,112,116
0022300845,1610612750,1610612763,0,0,110,101
0022300835,1610612737,1610612762,0,0,124,97
0022300839,1610612741,1610612765,0,0,95,105
0022300836,1610612738,1610612755,0,0,117,99
0022300840,1610612749,1610612766,0,0,123,85
0022300838,1610612750,1610612759,0,0,114,105
0022300837,1610612752,1610612740,0,0,92,115
0022300841,1610612760,1610612745,0,0,112,95
0022300842,1610612757,1610612748,0,0,96,106
0022300833,1610612753,1610612751,0,1,108,81
0022300834,1610612764,1610612744,0,0,112,123
0022300832,1610612739,1610612742,0,0,121,119
0022300829,1610612754,1610612761,0,0,122,130
0022300828,1610612752,1610612765,0,0,113,111
0022300830,1610612763,1610612751,0,0,86,111
0022300831,1610612758,1610612748,0,0,110,121
0022300823,1610612740,1610612741,0,0,106,114
0022300820,1610612764,1610612739,0,0,105,114
0022300821,1610612737,1610612753,0,0,109,92
0022300825,1610612762,1610612759,0,0,128,109
0022300817,1610612755,1610612749,0,0,98,119
0022300822,1610612745,1610612760,0,0,110,123
0022300827,1610612746,1610612758,0,0,107,123
0022300824,1610612744,1610612743,0,0,103,119
0022300818,1610612756,1610612747,0,0,123,113
0022300819,1610612754,1610612742,0,0,133,111
0022300826,1610612757,1610612766,0,0,80,93
0022300815,1610612750,1610612751,0,0,101,86
0022300814,1610612765,1610612753,0,0,109,112
0022300816,1610612752,1610612738,0,0,102,116
0022300807,1610612763,1610612746,0,0,95,101
0022300808,1610612750,1610612749,0,0,107,112
0022300805,1610612755,1610612739,0,0,104,97
0022300811,1610612744,1610612766,0,0,97,84
0022300810,1610612740,1610612748,0,0,95,106
0022300809,1610612760,1610612764,0,0,147,106
0022300806,1610612745,1610612756,0,0,114,110
0022300813,1610612747,1610612759,0,0,123,118
0022300804,1610612737,1610612761,0,0,121,123
0022300812,1610612757,1610612743,0,1,112,127
0022300796,1610612742,1610612756,0,0,123,113
0022300798,1610612740,1610612745,0,0,127,105
0022300793,1610612754,1610612765,0,0,129,115
0022300794,1610612755,1610612752,0,0,96,110
0022300799,1610612760,1610612746,0,0,129,107
0022300795,1610612761,1610612751,0,0,121,93
0022300801,1610612762,1610612766,0,0,107,115
0022300792,1610612739,1610612753,0,0,109,116
0022300803,1610612758,1610612759,0,0,127,122
0022300802,1610612744,1610612747,0,0,128,110
0022300800,1610612743,1610612764,0,0,130,110
0022300797,1610612741,1610612738,0,0,112,129
0032300001,1610616833,1610616834,0,0,211,186
0032300006,1610616849,1610616848,0,0,26,13
0032300005,1610616847,1610616848,0,0,36,41
0032300003,1610616840,1610616839,0,0,91,100
0032300004,1610616850,1610616849,0,0,35,40
0022300791,1610612757,1610612750,0,0,91,128
0022300576,1610612762,1610612744,0,0,137,140
0022300790,1610612763,1610612749,0,0,113,110
0022300777,1610612766,1610612737,0,0,122,99
0022300780,1610612738,1610612751,0,0,136,86
0022300779,1610612755,1610612748,0,0,104,109
0022300786,1610612743,1610612758,0,0,98,102
0022300781,1610612739,1610612741,0,0,108,105
0022300785,1610612742,1610612759,0,0,116,93
0022300789,1610612744,1610612746,0,1,125,130
0022300787,1610612756,1610612765,0,0,116,100
0022300782,1610612761,1610612754,0,0,125,127
0022300784,1610612740,1610612764,0,0,133,126
0022300788,1610612762,1610612747,0,0,122,138
0022300778,1610612753,1610612752,0,0,118,100
0022300783,1610612763,1610612745,0,0,121,113
0022300776,1610612747,1610612765,0,0,125,111
0022300772,1610612753,1610612760,0,0,113,127
0022300774,1610612756,1610612758,1,0,130,125
0022300771,1610612751,1610612738,0,0,110,118
0022300773,1610612749,1610612748,0,0,97,123
0022300775,1610612757,1610612750,0,0,109,121
0022300765,1610612745,1610612752,0,0,105,103
0022300764,1610612761,1610612759,0,0,99,122
0022300770,1610612746,1610612750,0,0,100,121
0022300769,1610612762,1610612744,0,0,107,129
0022300766,1610612763,1610612740,0,0,87,96
0022300762,1610612739,1610612755,0,0,121,123
0022300767,1610612749,1610612743,0,0,112,95
0022300761,1610612766,1610612754,0,0,111,102
0022300768,1610612742,1610612764,0,0,112,104
0022300763,1610612737,1610612741,0,0,126,136
0022300759,1610612748,1610612738,0,1,106,110
0022300760,1610612760,1610612758,0,0,127,113
0022300757,1610612744,1610612756,0,0,113,112
0022300748,1610612742,1610612760,0,0,146,111
0022300754,1610612737,1610612745,0,0,122,113
0022300758,1610612757,1610612740,0,0,84,93
0022300756,1610612761,1610612739,0,0,95,119
0022300753,1610612764,1610612755,0,0,113,119
0022300755,1610612752,1610612754,0,0,111,125
0022300752,1610612753,1610612741,0,0,114,108
0022300749,1610612746,1610612765,0,0,112,106
0022300750,1610612751,1610612759,0,0,123,103
0022300751,1610612766,1610612763,0,0,115,106
0022300743,1610612738,1610612764,0,0,133,129
0022300747,1610612747,1610612740,0,0,139,122
0022300745,1610612749,1610612766,0,0,120,84
0022300742,1610612755,1610612737,0,0,121,127
0022300746,1610612758,1610612743,0,0,135,106
0022300744,1610612761,1610612745,0,0,107,104
0022300734,1610612753,1610612759,0,0,127,111
0022300741,1610612757,1610612765,0,0,122,128
0022300733,1610612754,1610612744,0,0,109,131
0022300739,1610612756,1610612762,0,0,129,115
0022300740,1610612747,1610612743,0,0,106,114
0022300735,1610612751,1610612739,0,0,95,118
0022300738,1610612749,1610612750,0,0,105,129
0022300736,1610612752,1610612742,0,0,108,122
0022300737,1610612763,1610612741,0,0,110,118
0022300727,1610612755,1610612744,0,0,104,127
0022300730,1610612748,1610612759,0,0,116,104
0022300731,1610612746,1610612740,0,0,106,117
0022300732,1610612758,1610612765,0,0,120,133
0022300726,1610612766,1610612761,0,0,117,123
0022300729,1610612738,1610612737,0,0,125,117
0022300728,1610612764,1610612739,0,0,106,114
0022300722,1610612752,1610612763,0,0,123,113
0022300719,1610612754,1610612745,0,0,132,129
0022300723,1610612741,1610612750,0,0,129,123
0022300724,1610612762,1610612760,0,0,124,117
0022300725,1610612756,1610612749,1,0,114,106
0022300721,1610612748,1610612753,0,0,121,95
0022300720,1610612751,1610612742,1,0,107,119
0022300717,1610612751,1610612744,1,0,98,109
0022300716,1610612737,1610612746,0,0,144,149
0022300715,1610612755,1610612742,1,0,102,118
0022300713,1610612766,1610612747,0,0,118,124
0022300714,1610612739,1610612758,0,0,136,110
0022300718,1610612740,1610612761,0,0,138,100
0022300712,1610612743,1610612757,0,0,112,103
0022300709,1610612750,1610612745,0,0,111,90
0022300704,1610612765,1610612753,0,0,99,111
0022300707,1610612766,1610612754,0,0,99,115
0022300708,1610612748,1610612746,0,0,95,103
0022300711,1610612762,1610612749,0,1,123,108
0022300706,1610612738,1610612763,0,0,131,91
0022300705,1610612764,1610612756,0,0,112,140
0022300710,1610612760,1610612761,0,0,135,127
0022300701,1610612752,1610612747,0,0,105,113
0022300703,1610612759,1610612739,1,0,101,117
0022300699,1610612737,1610612744,0,0,141,134
0022300702,1610612742,1610612749,0,0,117,129
0022300698,1610612755,1610612751,0,0,121,136
0022300700,1610612741,1610612758,0,0,115,123
0022300693,1610612763,1610612744,0,0,101,121
